"subject"	"block"	"trial"	"cue"	"cond"	"is_common"	"outcome_go"	"outcome_nogo"	"key_correct"	"key_pressed"	"is_correct"	"outcome"	"rt"	"shocked"	"tdcs"
30	3	134	1	"nogo_reward"	1	0	1	0	1	0	0	0.368263900047168	NA	1
30	3	135	4	"go_reward"	0	0	1	1	1	1	0	0.514280100120232	NA	1
30	3	136	2	"go_punish"	1	0	-1	1	0	0	-1	NA	1	1
30	3	137	3	"nogo_punish"	1	-1	0	0	0	1	0	NA	NA	1
30	3	138	4	"go_reward"	1	1	0	1	1	1	1	0.793061700183898	NA	1
30	3	139	2	"go_punish"	0	-1	0	1	0	0	0	NA	NA	1
30	3	140	1	"nogo_reward"	0	1	0	0	1	0	1	0.309086400084198	NA	1
30	3	141	1	"nogo_reward"	1	0	1	0	0	1	1	NA	NA	1
30	3	142	3	"nogo_punish"	1	-1	0	0	0	1	0	NA	NA	1
30	3	143	2	"go_punish"	1	0	-1	1	0	0	-1	NA	1	1
30	3	144	1	"nogo_reward"	1	0	1	0	1	0	0	0.363595600007102	NA	1
